player_id,first_name,last_name,sweater_number,player_position,shoots_catches,birthdate,birth_city,birth_country,weight,height
8474150,Mikael,Backlund,11,C,L,1989-03-17,Vasteras,SWE,206,72
8476399,Blake,Coleman,20,C,L,1991-11-28,Plano,USA,199,71
8482652,Walker,Duehr,71,R,R,1997-11-23,Sioux Falls,USA,210,74
8478421,A.J.,Greer,18,L,L,1996-12-14,Joliette,CAN,209,75
8476456,Jonathan,Huberdeau,10,C,L,1993-06-04,Saint-Jerome,CAN,200,73
8478211,Dryden,Hunt,15,L,L,1995-11-24,Cranbrook,CAN,193,72
8475172,Nazem,Kadri,91,C,L,1990-10-06,London,CAN,185,72
8483808,Andrei,Kuzmenko,96,L,R,1996-02-04,Yakutsk,RUS,194,71
8478233,Andrew,Mangiapane,88,L,L,1996-04-04,Toronto,CAN,184,70
8481028,Martin,Pospisil,76,C,L,1999-11-19,Zvolen,SVK,173,74
8479291,Kevin,Rooney,21,C,L,1993-05-21,Canton,USA,190,74
8481068,Yegor,Sharangovich,17,C,L,1998-06-06,Minsk,BLR,196,74
8482074,Connor,Zary,47,C,L,2001-09-25,Saskatoon,CAN,178,72
8479315,Joey,Anderson,15,R,R,1998-06-19,Roseville,USA,207,72
8476960,Andreas,Athanasiou,89,C,L,1994-08-06,Woodbridge,CAN,190,74
8484144,Connor,Bedard,98,C,R,2005-07-17,North Vancouver,CAN,185,70
8476278,Colin,Blackwell,43,C,R,1993-03-28,North Andover,USA,190,69
8477450,Jason,Dickinson,16,C,L,1995-07-04,Georgetown,CAN,200,74
8477987,Ryan,Donato,8,C,L,1996-04-09,Boston,USA,190,72
8480025,MacKenzie,Entwistle,58,R,R,1999-07-14,Georgetown,CAN,205,75
8473422,Nick,Foligno,17,L,L,1987-10-31,Buffalo,USA,210,72
8475791,Taylor,Hall,71,L,L,1991-11-14,Calgary,CAN,210,73
8481147,Reese,Johnson,52,C,R,1998-07-10,Regina,CAN,193,73
8474870,Tyler,Johnson,90,C,R,1990-07-29,Spokane,USA,185,68
8480798,Philipp,Kurashev,23,C,L,1999-10-12,Munsingen,CHE,190,72
8483493,Frank,Nazar,91,C,R,2004-01-14,Detroit,USA,175,69
8479390,Taylor,Raddysh,11,R,R,1998-02-18,Caledon,CAN,198,75
8482172,Landon,Slaggert,84,L,L,2002-06-25,South Bend,USA,180,72
8471699,Andrew,Cogliano,11,C,L,1987-06-14,Toronto,CAN,179,70
8479525,Ross,Colton,20,C,L,1996-09-11,Robbinsville,USA,194,72
8477494,Jonathan,Drouin,27,L,L,1995-03-28,Ste-Agathe,CAN,198,71
8479520,Brandon,Duhaime,12,R,L,1997-05-22,Coral Springs,USA,200,74
8482147,Jean-Luc,Foudy,93,C,R,2002-05-13,Scarborough,CAN,177,71
8481641,Joel,Kiviranta,94,L,L,1996-03-23,Vantaa,FIN,185,71
8481042,Nikolai,Kovalenko,51,R,L,1999-10-17,Raleigh,USA,180,70
8477476,Artturi,Lehkonen,62,L,L,1995-07-04,Piikkio,FIN,179,71
8477492,Nathan,MacKinnon,29,C,R,1995-09-01,Halifax,CAN,200,72
8479999,Casey,Mittelstadt,37,C,L,1998-11-22,Eden Prairie,USA,195,73
8481186,Logan,O'Connor,25,R,R,1996-08-14,Missouri City,USA,175,72
8478028,Fredrik,Olofsson,22,L,L,1996-05-27,Helsingborg,SWE,190,74
8470610,Zach,Parise,9,L,L,1984-07-28,Minneapolis,USA,195,71
8478420,Mikko,Rantanen,96,R,L,1996-10-29,Nousiainen,FIN,215,76
8478508,Yakov,Trenin,73,C,L,1997-01-13,Chelyabinsk,RUS,201,74
8479362,Riley,Tufte,10,L,L,1998-04-10,Coon Rapids,USA,230,78
8475780,Chris,Wagner,14,R,R,1991-05-27,Walpole,USA,192,72
8477425,Miles,Wood,28,L,L,1995-09-13,Buffalo,USA,195,74
8480840,Oskar,Back,37,C,L,2000-03-12,Karlstad,SWE,210,75
8473994,Jamie,Benn,14,L,L,1989-07-18,Victoria,CAN,205,74
8481712,Matej,Blumel,25,R,L,2000-05-31,Tabor,CZE,201,72
8482145,Mavrik,Bourque,22,C,R,2002-01-08,Plessisville,CAN,191,70
8474149,Evgenii,Dadonov,63,R,L,1989-03-12,Chelyabinsk,RUS,185,72
8480848,Ty,Dellandrea,10,C,R,2000-07-21,Port Perry,CAN,190,74
8475168,Matt,Duchene,95,C,L,1991-01-16,Haliburton,CAN,210,73
8476889,Radek,Faksa,12,C,L,1994-01-09,Vitkov,CZE,215,75
8478449,Roope,Hintz,24,C,L,1996-11-17,Nokia,FIN,212,75
8482740,Wyatt,Johnston,53,C,R,2003-05-14,Toronto,CAN,184,74
8479518,Fredrik,Karlström,51,C,L,1998-01-12,Stockholm,SWE,193,75
8478975,Mason,Marchment,27,L,L,1995-06-18,Uxbridge,CAN,216,77
8470794,Joe,Pavelski,16,C,R,1984-07-11,Plover,USA,196,73
8480027,Jason,Robertson,21,L,L,1999-07-22,Arcadia,USA,202,75
8475794,Tyler,Seguin,91,C,R,1992-01-31,Brampton,CAN,207,73
8475225,Craig,Smith,15,C,R,1989-09-05,Madison,USA,203,73
8482702,Logan,Stankoven,11,C,R,2003-02-26,Kamloops,CAN,171,68
8479351,Sam,Steel,18,C,L,1998-02-03,Ardrossan,CAN,185,72
8477456,J.T.,Compher,37,L,R,1995-04-08,Northbrook,USA,190,72
8477429,Andrew,Copp,18,C,L,1994-07-08,Ann Arbor,USA,203,73
8479337,Alex,DeBrincat,93,R,R,1997-12-18,Farmington Hills,USA,180,68
8477952,Robby,Fabbri,14,C,L,1996-01-22,Mississauga,CAN,185,73
8478432,Christian,Fischer,36,R,R,1997-04-15,Chicago,USA,212,74
8474141,Patrick,Kane,88,R,L,1988-11-19,Buffalo,USA,177,70
8477946,Dylan,Larkin,71,C,L,1996-07-30,Waterford,USA,199,73
8474102,David,Perron,57,L,R,1988-05-28,Sherbrooke,CAN,195,72
8479992,Michael,Rasmussen,27,C,L,1999-04-17,Surrey,CAN,220,78
8482078,Lucas,Raymond,23,L,R,2002-03-28,Gothenburg,SWE,188,71
8478466,Daniel,Sprong,17,R,R,1997-03-17,Amsterdam,NLD,195,72
8480813,Joe,Veleno,90,C,L,2000-01-13,Montréal,CAN,201,73
8482673,Xavier,Bourgault,54,C,R,2002-10-22,L'Islet,CAN,172,72
8477015,Connor,Brown,28,R,R,1994-01-14,Toronto,CAN,184,72
8475842,Sam,Carrick,39,C,R,1992-02-04,Markham,CAN,200,72
8477934,Leon,Draisaitl,29,C,L,1995-10-27,Cologne,DEU,209,74
8477454,Adam,Erne,21,L,L,1995-04-20,New Haven,USA,215,73
8477998,Warren,Foegele,37,L,L,1996-04-01,Markham,CAN,204,74
8474040,Sam,Gagner,89,C,R,1989-08-10,London,CAN,200,71
8474641,Adam,Henrique,19,C,L,1990-02-06,Brantford,CAN,195,72
8482077,Dylan,Holloway,55,L,L,2001-09-23,Calgary,CAN,206,73
8475786,Zach,Hyman,18,L,R,1992-06-09,Toronto,CAN,206,73
8477406,Mattias,Janmark,13,C,L,1992-12-08,Danderyd,SWE,205,74
8475169,Evander,Kane,91,L,L,1991-08-02,Vancouver,CAN,218,74
8481534,Raphael,Lavoie,62,C,R,2000-09-25,Chambly,CAN,215,76
8478402,Connor,McDavid,97,C,L,1997-01-13,Richmond Hill,CAN,194,73
8480802,Ryan,McLeod,71,C,L,1999-09-21,Mississauga,CAN,188,75
8476454,Ryan,Nugent-Hopkins,93,C,L,1993-04-12,Burnaby,CAN,192,73
8478967,Lane,Pederson,26,C,R,1997-08-04,Saskatoon,CAN,196,73
8470621,Corey,Perry,90,R,R,1985-05-16,Peterborough,CAN,208,75
8478585,Derek,Ryan,10,C,R,1986-12-29,Spokane,USA,185,70
8479335,Rasmus,Asplund,74,C,L,1997-12-03,Filipstad,SWE,185,71
8477493,Aleksander,Barkov,16,C,L,1995-09-02,Tampere,FIN,215,75
8477935,Sam,Bennett,9,C,L,1996-06-20,Holland Landing,CAN,195,73
8476393,Nick,Cousins,21,C,L,1993-07-20,Belleville,CAN,186,71
8479981,Jonah,Gadjovich,12,L,L,1998-10-12,Whitby,CAN,209,74
8480825,Patrick,Giles,36,R,R,2000-01-03,Chevy Chase,USA,217,76
8479367,William,Lockwood,67,R,R,1998-06-20,Royal Oak,USA,178,72
8479066,Ryan,Lomberg,94,L,L,1994-12-09,Richmond Hill,CAN,184,69
8478904,Steven,Lorentz,18,C,L,1996-04-13,Kitchener,CAN,216,76
8482113,Anton,Lundell,15,C,L,2001-10-03,Espoo,FIN,190,73
8480185,Eetu,Luostarinen,27,C,L,1998-09-02,Siilinjarvi,FIN,190,75
8473449,Kyle,Okposo,8,R,R,1988-04-16,St. Paul,USA,216,72
8477933,Sam,Reinhart,13,C,R,1995-11-06,West Vancouver,CAN,193,74
8478542,Evan,Rodrigues,17,C,R,1993-07-28,Toronto,CAN,175,71
8482713,Mackie,Samoskevich,25,R,R,2002-11-15,Newtown,USA,183,71
8482088,Justin,Sourdif,24,R,R,2002-03-24,Richmond,CAN,180,71
8478831,Kevin,Stenlund,82,C,R,1996-09-20,Stockholm,SWE,215,77
8475765,Vladimir,Tarasenko,10,R,L,1991-12-13,Yaroslavl,RUS,219,73
8479314,Matthew,Tkachuk,19,L,L,1997-12-11,Scottsdale,USA,206,74
8477409,Carter,Verhaeghe,23,C,L,1995-08-14,Toronto,CAN,180,74
8478042,Viktor,Arvidsson,33,R,R,1993-04-08,Skelleftea,SWE,185,70
8482124,Quinton,Byfield,55,R,L,2002-08-19,Newmarket,CAN,225,77
8476479,Phillip,Danault,24,C,L,1993-02-24,Victoriaville,CAN,200,73
8479400,Pierre-Luc,Dubois,80,C,L,1998-06-24,Ste-Agathe-des-Monts,CAN,225,76
8477942,Kevin,Fiala,22,L,L,1996-07-22,St. Gallen,CHE,205,72
8479336,Carl,Grundstrom,91,R,L,1997-12-01,Umea,SWE,200,72
8481560,Arthur,Kaliyev,34,R,L,2001-06-26,Tashkent,UZB,210,74
8477960,Adrian,Kempe,9,R,L,1996-09-13,Kramfors,SWE,200,74
8471685,Anze,Kopitar,11,C,L,1987-08-24,Jesenice,SVN,225,75
8482155,Alex,Laferriere,78,R,R,2001-10-28,Chatham,USA,205,73
8473453,Trevor,Lewis,61,C,R,1987-01-08,Salt Lake City,USA,205,73
8481481,Blake,Lizotte,46,C,L,1997-12-13,Lindstrom,USA,175,69
8479675,Trevor,Moore,12,L,L,1995-03-31,Thousand Oaks,USA,195,71
8481557,Matt,Boldy,12,L,L,2001-04-05,Milford,USA,201,74
8478493,Joel,Eriksson Ek,14,C,L,1997-01-29,Karlstad,SWE,207,75
8475220,Marcus,Foligno,17,L,L,1991-08-10,Buffalo,USA,226,75
8477919,Frederick,Gaudreau,89,C,R,1993-05-01,Bromont,CAN,184,72
8477451,Ryan,Hartman,38,R,R,1994-09-20,Hilton Head Island,USA,197,72
8475149,Marcus,Johansson,90,C,L,1990-10-06,Landskrona,SWE,203,73
8478864,Kirill,Kaprizov,97,L,L,1997-04-26,Novokuznetsk,RUS,202,70
8482177,Marat,Khusnutdinov,22,C,L,2002-07-17,Moscow,RUS,176,71
8479968,Vinni,Lettieri,10,C,R,1995-02-06,Excelsior,USA,184,70
8481422,Jacob,Lucchini,27,C,L,1995-05-09,Trail,CAN,180,72
8483499,Liam,Ohgren,28,L,L,2004-01-28,Stockholm,SWE,187,72
8482079,Marco,Rossi,23,C,L,2001-09-23,Feldkirch,AUT,182,69
8479972,Mason,Shaw,15,C,L,1998-11-03,Lloydminster,CAN,184,70
8475692,Mats,Zuccarello,36,R,L,1987-09-01,Oslo,NOR,181,68
8476981,Josh,Anderson,17,R,R,1994-05-07,Burlington,CAN,224,75
8476469,Joel,Armia,40,R,R,1993-05-31,Pori,FIN,216,75
8481540,Cole,Caufield,22,R,R,2001-01-02,Mosinee,USA,175,68
8481523,Kirby,Dach,77,C,R,2001-01-21,Fort Saskatchewan,CAN,217,76
8477989,Christian,Dvorak,28,C,L,1996-02-02,Palos,USA,192,73
8478133,Jake,Evans,71,C,R,1996-06-02,Toronto,CAN,187,73
8475848,Brendan,Gallagher,11,R,R,1992-05-06,Edmonton,CAN,183,69
8481093,Rafael,Harvey-Pinard,49,L,L,1999-01-06,Saguenay,CAN,184,69
8481618,Alex,Newhook,15,C,L,2001-01-28,St. John's,CAN,199,71
8476871,Tanner,Pearson,70,L,L,1992-08-10,Kitchener,CAN,207,73
8479543,Michael,Pezzetta,55,L,L,1998-03-13,Toronto,CAN,217,73
8483515,Juraj,Slafkovsky,20,L,L,2004-03-30,Kosice,SVK,230,75
8480018,Nick,Suzuki,14,C,R,1999-08-10,London,CAN,212,71
8478400,Colin,White,36,C,R,1997-01-30,Boston,USA,194,73
8481058,Jesse,Ylönen,56,R,R,1999-10-03,Scottsdale,USA,200,73
8479414,Nathan,Bastian,14,R,R,1997-12-06,Kitchener,CAN,205,76
8479407,Jesper,Bratt,63,L,L,1998-07-30,Stockholm,SWE,175,70
8481518,Nolan,Foote,25,L,L,2000-11-29,Denver,USA,196,75
8475287,Erik,Haula,56,L,L,1991-03-23,Pori,FIN,191,71
8480002,Nico,Hischier,13,C,L,1999-01-04,Brig,CHE,175,73
8482125,Alexander,Holtz,10,R,R,2002-01-23,Stockholm,SWE,195,72
8481559,Jack,Hughes,86,C,L,2001-05-14,Orlando,USA,175,71
8477508,Curtis,Lazar,42,C,R,1995-02-02,Salmon Arm,CAN,203,72
8477073,Kurtis,MacDermid,23,L,L,1994-03-25,Quebec City,CAN,233,77
8478414,Timo,Meier,28,R,L,1996-10-08,Herisau,CHE,220,73
8482110,Dawson,Mercer,91,C,R,2001-10-27,Carbonear,CAN,180,72
8477931,Tomas,Nosek,92,L,L,1992-09-01,Pardubice,CZE,205,75
8476292,Ondrej,Palat,18,L,L,1991-03-28,Frydek-Mistek,CZE,194,72
8476919,Chris,Tierney,11,C,L,1994-07-01,Keswick,CAN,191,73
8479994,Jaret,Anderson-Dolan,28,C,L,1999-09-12,Calgary,CAN,200,71
8478463,Anthony,Beauvillier,21,L,L,1997-06-08,Sorel-Tracy,CAN,180,71
8482146,Luke,Evangelista,77,R,R,2002-02-21,Toronto,CAN,183,72
8476887,Filip,Forsberg,9,L,R,1994-08-13,Ostervala,SWE,205,73
8479996,Cody,Glass,8,C,R,1999-04-01,Winnipeg,CAN,206,75
8476873,Mark,Jankowski,17,C,L,1994-09-13,Hamilton,CAN,212,76
8477446,Michael,McCarron,47,R,R,1995-03-07,Grosse Pointe,USA,232,78
8478438,Tommy,Novak,82,C,L,1997-04-28,St. Paul,USA,179,73
8474679,Gustav,Nyquist,14,C,L,1989-09-01,Halmstad,SWE,180,71
8475158,Ryan,O'Reilly,90,C,L,1991-02-07,Clinton,CAN,207,73
8480748,Kiefer,Sherwood,44,L,R,1995-03-31,Columbus,USA,194,72
8476925,Colton,Sissons,10,C,R,1993-11-05,North Vancouver,CAN,200,73
8482062,Cole,Smith,36,L,L,1995-10-28,Brainerd,USA,195,75
8475722,Jason,Zucker,16,L,L,1992-01-16,Newport Beach,USA,192,71
8478445,Mathew,Barzal,13,C,R,1997-05-26,Coquitlam,CAN,190,73
8475231,Casey,Cizikas,53,C,L,1991-02-27,Toronto,CAN,194,71
8473504,Cal,Clutterbuck,15,R,R,1987-11-18,Welland,CAN,215,71
8478115,Pierre,Engvall,18,L,L,1996-05-31,Ljungby,SWE,215,77
8477392,Hudson,Fasching,20,R,R,1995-07-28,Apple Valley,USA,209,75
8479328,Julien,Gauthier,16,R,R,1997-10-15,Pointe-aux-Trembles,CAN,226,76
8481601,Simon,Holmstrom,10,R,L,2001-05-24,Tranas,SWE,215,74
8477500,Bo,Horvat,14,C,L,1995-04-05,London,CAN,213,73
8481016,Ruslan,Iskhakov,37,C,L,2000-07-22,Moscow,RUS,170,68
8480901,Karson,Kuhlman,46,C,R,1995-09-26,Esko,USA,184,71
8475314,Anders,Lee,27,L,L,1990-07-03,Edina,USA,227,75
8481237,Kyle,MacLean,32,C,L,1999-04-29,Livingston,USA,190,73
8474709,Matt,Martin,17,L,L,1989-05-08,Windsor,CAN,215,75
8475754,Brock,Nelson,29,C,L,1991-10-15,Warroad,USA,210,76
8476419,Jean-Gabriel,Pageau,44,C,R,1992-11-11,Ottawa,CAN,185,71
8475151,Kyle,Palmieri,21,C,R,1991-02-01,Smithtown,USA,196,71
8477314,Brian,Pinho,51,C,R,1995-05-11,Beverly,USA,188,74
8480789,Oliver,Wahlstrom,26,R,R,2000-06-13,Portland,USA,200,74
8475968,Alex,Belzile,60,R,R,1991-08-31,St-Eloi,CAN,195,72
8482132,Brett,Berard,65,L,L,2002-09-09,Providence,USA,174,69
8477320,Anton,Blidh,25,L,L,1995-03-14,Molnlycke,SWE,196,73
8477380,Jonny,Brodzinski,22,C,R,1993-06-19,Ham Lake,USA,204,72
8480078,Filip,Chytil,72,C,L,1999-09-05,Kromeriz,CZE,208,74
8482157,Will,Cuylle,50,L,L,2002-02-05,Toronto,CAN,210,75
8481726,Adam,Edstrom,84,C,L,2000-10-12,Karlstad,SWE,234,79
8476624,Barclay,Goodrow,21,C,L,1993-02-26,Toronto,CAN,209,74
8481554,Kaapo,Kakko,24,R,L,2001-02-13,Turku,FIN,205,74
8475184,Chris,Kreider,20,L,L,1991-04-30,Boxford,USA,233,75
8482109,Alexis,Lafrenière,13,L,L,2001-10-11,St-Eustache,CAN,194,73
8479991,Jake,Leschyshyn,15,C,L,1999-03-10,Raleigh,USA,198,71
8482747,Brennan,Othmann,78,L,L,2003-01-05,Pickering,CAN,186,72
8478550,Artemi,Panarin,10,L,R,1991-10-30,Korkino,RUS,175,72
8475752,Tyler,Pitlick,71,C,R,1991-11-01,Minneapolis,USA,199,74
8482460,Matt,Rempe,73,C,R,2002-06-29,Calgary,CAN,241,79
8478458,Jack,Roslovic,96,C,R,1997-01-29,Columbus,USA,198,73
8483669,Adam,Sykora,38,L,L,2004-09-07,Piestany,SVK,192,71
8476389,Vincent,Trocheck,16,C,R,1993-07-11,Pittsburgh,USA,187,71
8476918,Jimmy,Vesey,26,L,L,1993-05-26,Boston,USA,200,74
8477505,Alexander,Wennberg,91,C,L,1994-09-22,Stockholm,SWE,190,74
8471218,Blake,Wheeler,17,R,R,1986-08-31,Plymouth,USA,222,77
8476459,Mika,Zibanejad,93,C,R,1993-04-18,Stockholm,SWE,201,74
8480208,Drake,Batherson,19,R,R,1998-04-27,Fort Wayne,USA,203,75
8473512,Claude,Giroux,28,R,R,1988-01-12,Hearst,CAN,188,71
8482092,Ridly,Greig,71,C,L,2002-08-08,Lethbridge,CAN,184,72
8478472,Mathieu,Joseph,21,R,L,1997-02-09,Laval,CAN,186,73
8480355,Mark,Kastelic,12,C,R,1999-03-11,Phoenix,USA,226,76
8479383,Boris,Katchouk,14,L,L,1998-06-18,Vancouver,CAN,206,74
8480448,Parker,Kelly,27,L,L,1999-05-14,Camrose,CAN,185,73
8477330,Dominik,Kubalik,81,L,L,1995-08-21,Plzen,CZE,192,74
8479772,Zack,MacEwen,17,R,R,1996-07-08,Charlottetown,CAN,240,76
8480064,Josh,Norris,9,C,L,1999-05-05,Oxford,USA,195,74
8481596,Shane,Pinto,57,C,R,2000-11-12,Franklin Square,USA,201,75
8482116,Tim,Stützle,18,C,L,2002-01-15,Viersen,DEU,197,72
8480801,Brady,Tkachuk,7,L,L,1999-09-16,Scottsdale,USA,225,76
8474715,Cam,Atkinson,89,R,R,1989-06-05,Riverside,USA,175,68
8480220,Noah,Cates,27,L,L,1999-02-05,Stillwater,USA,194,74
8476461,Sean,Couturier,14,C,L,1992-12-07,Phoenix,USA,210,76
8475235,Nicolas,Deslauriers,44,L,L,1991-02-22,LaSalle,CAN,218,73
8480797,Joel,Farabee,86,L,L,2000-02-25,Syracuse,USA,186,72
