player_id,current_team,first_name,last_name,draft_year,draft_team,draft_round,pick_in_round,pick_overall
8482445,SJS,Devin,Cooley,NaN,NaN,NaN,NaN,NaN
8477970,SJS,Vitek,Vanecek,2014,WSH,2,9,39
8476412,STL,Jordan,Binnington,2011,STL,3,27,88
8480981,STL,Joel,Hofer,2018,STL,4,14,107
8477992,TBL,Jonas,Johansson,2014,BUF,3,1,61
8476883,TBL,Andrei,Vasilevskiy,2012,TBL,1,19,19
8483710,TOR,Dennis,Hildeby,2022,TOR,4,25,122
8474889,TOR,Martin,Jones,NaN,NaN,NaN,NaN,NaN
8476899,TOR,Matt,Murray,2012,PIT,3,22,83
8478492,TOR,Ilya,Samsonov,2015,WSH,1,22,22
8479361,TOR,Joseph,Woll,2016,TOR,3,1,62
8477967,VAN,Thatcher,Demko,2014,VAN,2,6,36
8479193,VAN,Casey,DeSmith,NaN,NaN,NaN,NaN,NaN
8479313,VAN,Zach,Sawchenko,NaN,NaN,NaN,NaN,NaN
8481668,VAN,Arturs,Silovs,2019,VAN,6,1,156
8484268,VAN,Nikita,Tolopilo,NaN,NaN,NaN,NaN,NaN
8478499,VGK,Adin,Hill,2015,ARI,3,15,76
8480238,VGK,Jiri,Patera,2017,VGK,6,6,161
8481520,VGK,Isaiah,Saville,2019,VGK,5,11,135
8480313,VGK,Logan,Thompson,NaN,NaN,NaN,NaN,NaN
8482484,VGK,Jesper,Vikman,2020,VGK,5,1,125
8476316,WPG,Laurent,Brossoit,2011,CGY,6,13,164
8476945,WPG,Connor,Hellebuyck,2012,WPG,5,9,130
8475311,WSH,Darcy,Kuemper,2009,MIN,6,11,161
8479292,WSH,Charlie,Lindgren,NaN,NaN,NaN,NaN,NaN
