player_id,first_name,last_name,birth_date,is_active,position,shoots_catches,height_inches,height_cm,weight_lbs,weight_kg,birth_city,birth_country,draft_year,draft_team,draft_round,draft_pick_in_round,draft_overall_pick,head_shot,hero_image
8476457,Adam,Larsson,1992-11-12,True,D,R,75,191,207,94,Skelleftea,SWE,2011,NJD,1,4,4,https://assets.nhle.com/mugs/nhl/20252026/SEA/8476457.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476457.jpg
8476467,Jamie,Oleksiak,1992-12-21,True,D,L,79,201,252,114,Toronto,CAN,2011,DAL,1,14,14,https://assets.nhle.com/mugs/nhl/20252026/SEA/8476467.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476467.jpg
8476826,Yanni,Gourde,1991-12-15,True,C,L,69,175,174,79,Saint-Narcisse,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/TBL/8476826.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476826.jpg
8476889,Radek,Faksa,1994-01-09,True,C,L,75,191,215,98,Vitkov,CZE,2012,DAL,1,13,13,https://assets.nhle.com/mugs/nhl/20252026/DAL/8476889.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476889.jpg
8476892,Colton,Parayko,1993-05-12,True,D,R,78,198,228,103,St. Albert,CAN,2012,STL,3,25,86,https://assets.nhle.com/mugs/nhl/20252026/STL/8476892.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476892.jpg
8476905,Chandler,Stephenson,1994-04-22,True,C,L,72,183,201,91,Saskatoon,CAN,2012,WSH,3,16,77,https://assets.nhle.com/mugs/nhl/20252026/SEA/8476905.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476905.jpg
8477402,Pavel,Buchnevich,1995-04-17,True,L,L,73,185,196,89,Cherepovets,RUS,2013,NYR,3,14,75,https://assets.nhle.com/mugs/nhl/20252026/STL/8477402.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477402.jpg
8477416,Oliver,Bjorkstrand,1995-04-10,True,R,R,72,183,175,79,Herning,DEN,2013,CBJ,3,28,89,https://assets.nhle.com/mugs/nhl/20252026/TBL/8477416.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477416.jpg
8477444,Andre,Burakovsky,1995-02-09,True,L,L,75,191,203,92,Klagenfurt,AUT,2013,WSH,1,23,23,https://assets.nhle.com/mugs/nhl/20252026/CHI/8477444.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477444.jpg
8477573,Nathan,Walker,1994-02-07,True,L,L,69,175,187,85,Cardiff,GBR,2014,WSH,3,29,89,https://assets.nhle.com/mugs/nhl/20252026/STL/8477573.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477573.jpg
8477953,Kasperi,Kapanen,1996-07-23,True,R,R,73,185,194,88,Kuopio,FIN,2014,PIT,1,22,22,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477953.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477953.jpg
8477955,Jared,McCann,1996-05-31,True,L,L,73,185,191,87,Stratford,CAN,2014,VAN,1,24,24,https://assets.nhle.com/mugs/nhl/20252026/SEA/8477955.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477955.jpg
8477986,Brandon,Montour,1994-04-11,True,D,R,72,183,199,90,Brantford,CAN,2014,ANA,2,25,55,https://assets.nhle.com/mugs/nhl/20252026/SEA/8477986.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477986.jpg
8478407,Vince,Dunn,1996-10-29,True,D,L,72,183,200,91,Mississauga,CAN,2015,STL,2,26,56,https://assets.nhle.com/mugs/nhl/20252026/SEA/8478407.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478407.jpg
8478472,Mathieu,Joseph,1997-02-09,True,R,L,73,185,186,84,Laval,CAN,2015,TBL,4,29,120,https://assets.nhle.com/mugs/nhl/20252026/STL/8478472.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478472.jpg
8478840,Will,Borgen,1996-12-19,True,D,R,75,191,204,93,Moorhead,USA,2015,BUF,4,1,92,https://assets.nhle.com/mugs/nhl/20252026/NYR/8478840.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478840.jpg
8478916,Joey,Daccord,1996-08-19,True,G,L,74,188,201,91,Boston,USA,2015,OTT,7,18,199,https://assets.nhle.com/mugs/nhl/20252026/SEA/8478916.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478916.jpg
8479293,Brandon,Tanev,1991-12-31,True,L,L,72,183,189,86,Toronto,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/UTA/8479293.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479293.jpg
8479385,Jordan,Kyrou,1998-05-05,True,R,R,73,185,196,89,Toronto,CAN,2016,STL,2,5,35,https://assets.nhle.com/mugs/nhl/20252026/STL/8479385.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479385.jpg
8480009,Eeli,Tolvanen,1999-04-22,True,R,L,70,178,182,83,Vihti,FIN,2017,NSH,1,30,30,https://assets.nhle.com/mugs/nhl/20252026/SEA/8480009.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480009.jpg
8480023,Robert,Thomas,1999-07-02,True,C,R,72,183,207,94,Aurora,CAN,2017,STL,1,20,20,https://assets.nhle.com/mugs/nhl/20252026/STL/8480023.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480023.jpg
8480074,Alexandre,Texier,1999-09-13,True,L,L,73,185,201,91,Saint-Martin-d'Hères,FRA,2017,CBJ,2,14,45,https://assets.nhle.com/mugs/nhl/20252026/STL/8480074.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480074.jpg
8480281,Alexey,Toropchenko,1999-06-25,True,R,L,78,198,222,101,Moscow,RUS,2017,STL,4,20,113,https://assets.nhle.com/mugs/nhl/20252026/STL/8480281.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480281.jpg
8480981,Joel,Hofer,2000-07-30,True,G,L,77,196,179,81,Winnipeg,CAN,2018,STL,4,14,107,https://assets.nhle.com/mugs/nhl/20252026/STL/8480981.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480981.jpg
8481598,Philip,Broberg,2001-06-25,True,D,L,76,193,212,96,Orebro,SWE,2019,EDM,1,8,8,https://assets.nhle.com/mugs/nhl/20252026/STL/8481598.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481598.jpg
8481789,Tye,Kartye,2001-04-30,True,L,L,71,180,202,92,Kingston,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/SEA/8481789.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481789.jpg
8482077,Dylan,Holloway,2001-09-23,True,L,L,73,185,206,93,Calgary,CAN,2020,EDM,1,14,14,https://assets.nhle.com/mugs/nhl/20252026/STL/8482077.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482077.jpg
8482089,Jake,Neighbours,2002-03-29,True,L,L,72,183,201,91,Calgary,CAN,2020,STL,1,26,26,https://assets.nhle.com/mugs/nhl/20252026/STL/8482089.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482089.jpg
8482516,Matthew,Kessel,2000-06-23,True,D,R,74,188,205,93,Bloomfield Hills,USA,2020,STL,5,26,150,https://assets.nhle.com/mugs/nhl/20252026/STL/8482516.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482516.jpg
8482665,Matty,Beniers,2002-11-05,True,C,L,74,188,181,82,Hingham,USA,2021,SEA,1,2,2,https://assets.nhle.com/mugs/nhl/20252026/SEA/8482665.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482665.jpg
8482858,Ryker,Evans,2001-12-13,True,D,L,72,183,195,88,Calgary,CAN,2021,SEA,2,3,35,https://assets.nhle.com/mugs/nhl/20252026/SEA/8482858.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482858.jpg
8483524,Shane,Wright,2004-01-05,True,C,R,72,183,192,87,Burlington,CAN,2022,SEA,1,4,4,https://assets.nhle.com/mugs/nhl/20252026/SEA/8483524.png,https://assets.nhle.com/mugs/actionshots/1296x729/8483524.jpg
8473419,Brad,Marchand,1988-05-11,True,C,L,69,175,180,82,Halifax,CAN,2006,BOS,3,8,71,https://assets.nhle.com/mugs/nhl/20252026/FLA/8473419.png,https://assets.nhle.com/mugs/actionshots/1296x729/8473419.jpg
8475179,Dmitry,Kulikov,1990-10-29,True,D,L,73,185,212,96,Lipetsk,RUS,2009,FLA,1,14,14,https://assets.nhle.com/mugs/nhl/20252026/FLA/8475179.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475179.jpg
8475683,Sergei,Bobrovsky,1988-09-20,True,G,L,74,188,180,82,Novokuznetsk,RUS,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/FLA/8475683.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475683.jpg
8475745,Charlie,Coyle,1992-03-02,True,C,R,75,191,215,98,East Weymouth,USA,2010,SJS,1,28,28,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8475745.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475745.jpg
8476854,Hampus,Lindholm,1994-01-20,True,D,L,76,193,224,102,Helsingborg,SWE,2012,ANA,1,6,6,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476854.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476854.jpg
8476904,Chris,Driedger,1994-05-18,False,G,L,76,193,210,95,Winnipeg,CAN,2012,OTT,3,15,76,https://assets.nhle.com/mugs/nhl/latest/8476904.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476904.jpg
8476914,Joonas,Korpisalo,1994-04-28,True,G,L,75,191,199,90,Pori,FIN,2012,CBJ,3,1,62,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476914.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476914.jpg
8477409,Carter,Verhaeghe,1995-08-14,True,C,L,74,188,183,83,Toronto,CAN,2013,TOR,3,21,82,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477409.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477409.jpg
8477493,Aleksander,Barkov,1995-09-02,True,C,L,75,191,214,97,Tampere,FIN,2013,FLA,1,2,2,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477493.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477493.jpg
8477496,Elias,Lindholm,1994-12-02,True,C,R,73,185,202,92,Boden,SWE,2013,CAR,1,5,5,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477496.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477496.jpg
8477507,Nikita,Zadorov,1995-04-16,True,D,L,78,198,248,112,Moscow,RUS,2013,BUF,1,16,16,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477507.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477507.jpg
8477932,Aaron,Ekblad,1996-02-07,True,D,R,76,193,220,100,Windsor,CAN,2014,FLA,1,1,1,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477932.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477932.jpg
8477933,Sam,Reinhart,1995-11-06,True,C,R,73,185,196,89,West Vancouver,CAN,2014,BUF,1,2,2,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477933.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477933.jpg
8477935,Sam,Bennett,1996-06-20,True,C,L,73,185,193,88,Holland Landing,CAN,2014,CGY,1,4,4,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477935.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477935.jpg
8477956,David,Pastrnak,1996-05-25,True,R,R,72,183,200,91,Havirov,CZE,2014,BOS,1,25,25,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477956.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477956.jpg
8478055,Gustav,Forsling,1996-06-12,True,D,L,73,185,199,90,Linkoping,SWE,2014,VAN,5,6,126,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478055.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478055.jpg
8478401,Pavel,Zacha,1997-04-06,True,C,L,75,191,206,93,Brno,CZE,2015,NJD,1,6,6,https://assets.nhle.com/mugs/nhl/20252026/BOS/8478401.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478401.jpg
8478421,A.J.,Greer,1996-12-14,True,L,L,75,191,209,95,Joliette,CAN,2015,COL,2,9,39,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478421.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478421.jpg
8478443,Brandon,Carlo,1996-11-26,True,D,R,77,196,220,100,Colorado Springs,USA,2015,BOS,2,7,37,https://assets.nhle.com/mugs/nhl/20252026/TOR/8478443.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478443.jpg
8478542,Evan,Rodrigues,1993-07-28,True,C,R,71,180,182,83,Toronto,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478542.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478542.jpg
8478859,Niko,Mikkola,1996-04-27,True,D,L,78,198,204,93,Kiiminki,FIN,2015,STL,5,6,127,https://assets.nhle.com/mugs/nhl/20252026/FLA/8478859.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478859.jpg
8479314,Matthew,Tkachuk,1997-12-11,True,L,L,74,188,202,92,Scottsdale,USA,2016,CGY,1,6,6,https://assets.nhle.com/mugs/nhl/20252026/FLA/8479314.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479314.jpg
8479325,Charlie,McAvoy,1997-12-21,True,D,R,73,185,213,97,Long Beach,USA,2016,BOS,1,14,14,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479325.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479325.jpg
8479365,Trent,Frederic,1998-02-11,True,C,L,75,191,221,100,St. Louis,USA,2016,BOS,1,29,29,https://assets.nhle.com/mugs/nhl/20252026/EDM/8479365.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479365.jpg
8479368,Max,Jones,1998-02-17,True,L,L,75,191,216,98,Rochester,USA,2016,ANA,1,24,24,https://assets.nhle.com/mugs/nhl/20252026/EDM/8479368.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479368.jpg
8479369,Andrew,Peeke,1998-03-17,True,D,R,75,191,214,97,Parkland,USA,2016,CBJ,2,4,34,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479369.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479369.jpg
8479638,Justin,Brazeau,1998-02-02,True,R,R,78,198,227,103,New Liskeard,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/PIT/8479638.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479638.jpg
8479981,Jonah,Gadjovich,1998-10-12,True,L,L,75,191,211,96,Whitby,CAN,2017,VAN,2,24,55,https://assets.nhle.com/mugs/nhl/20252026/FLA/8479981.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479981.jpg
