game_num,game_date,venue,venue_location,a_team_id,h_team_id,a_team_code,h_team_code,a_goals,h_goals,a_sog,h_sog,a_fo_win_perc,h_fo_win_perc,a_ppg,h_ppg,a_pp_perc,h_pp_perc,a_pim,h_pim,a_hits,h_hits,a_blocked_shots,h_blocked_shots,a_giveaways,h_giveaways,a_takeaways,h_takeaways
2024020024,2024-10-12,TD Garden,Boston,26,6,LAK,BOS,1,2,34,26,0.44898,0.55102,0,0,0,0,10,10,26,32,15,19,13,10,10,8
2024020025,2024-10-12,KeyBank Center,Buffalo,13,7,FLA,BUF,2,5,25,27,0.483871,0.516129,1,0,0.5,0,8,6,26,26,14,16,12,14,11,7
2024020026,2024-10-12,Scotiabank Arena,Toronto,5,10,PIT,TOR,2,4,23,33,0.468085,0.531915,1,0,0.25,0,6,8,14,17,10,17,9,17,12,8
2024020027,2024-10-12,Centre Bell,Montreal,9,8,OTT,MTL,1,4,25,26,0.454545,0.545455,0,1,0,0.25,10,10,20,21,11,22,16,14,6,3
2024020028,2024-10-12,Little Caesars Arena,Detroit,18,17,NSH,DET,0,3,42,22,0.545455,0.454545,0,0,0,0,4,6,19,22,12,31,21,21,8,9
2024020029,2025-01-07,Amalie Arena,Tampa,12,14,CAR,TBL,2,3,31,33,0.576923,0.423077,0,1,0,0.333333,10,6,24,19,13,14,13,11,2,3
2024020030,2024-10-12,Madison Square Garden,New York,59,3,UTA,NYR,6,5,26,34,0.430769,0.569231,1,1,0.25,0.333333,26,28,12,18,15,13,22,24,6,4
2024020031,2024-10-12,Capital One Arena,Washington,1,15,NJD,WSH,5,3,33,32,0.581818,0.418182,0,1,0,0.333333,8,10,19,21,15,18,16,17,3,8
2024020032,2024-10-12,American Airlines Center,Dallas,2,25,NYI,DAL,0,3,34,27,0.508772,0.491228,0,0,0,0,4,2,17,21,13,14,20,15,5,5
2024020033,2024-10-12,Xcel Energy Center,St. Paul,55,30,SEA,MIN,5,4,34,38,0.492308,0.507692,1,1,0.5,0.5,4,4,21,38,15,8,11,11,6,2
2024020034,2024-10-12,Ball Arena,Denver,29,21,CBJ,COL,6,4,23,30,0.4375,0.5625,1,2,0.333333,0.5,10,18,9,27,19,13,13,11,8,10
2024020035,2024-10-12,Scotiabank Saddledome,Calgary,4,20,PHI,CGY,3,6,40,32,0.545455,0.454545,1,2,0.25,0.4,27,15,28,29,17,15,12,22,3,5
2024020036,2024-10-12,Rogers Place,Edmonton,16,22,CHI,EDM,5,2,20,38,0.396825,0.603175,3,1,1,0.333333,6,6,16,9,35,12,11,9,9,13
2024020037,2024-10-12,SAP Center at San Jose,San Jose,24,28,ANA,SJS,2,0,30,30,0.45614,0.54386,0,0,0,0,8,12,16,17,18,10,15,13,5,6
2024020038,2024-10-13,Canada Life Centre,Winnipeg,30,52,MIN,WPG,1,2,27,35,0.474576,0.525424,0,1,0,0.5,4,6,18,16,15,11,19,19,8,7
2024020039,2024-10-13,American Airlines Center,Dallas,55,25,SEA,DAL,0,2,25,23,0.480769,0.519231,0,0,0,0,8,10,25,13,16,14,13,13,6,5
2024020040,2024-10-13,Rogers Place,Edmonton,20,22,CGY,EDM,4,1,29,26,0.442308,0.557692,0,0,0,0,2,6,28,15,17,17,23,20,4,8
2024020041,2024-10-13,T-Mobile Arena,Paradise,24,54,ANA,VGK,1,3,23,32,0.465116,0.534884,0,1,0,0.25,8,2,23,16,15,18,11,19,5,4
2024020042,2024-10-14,TD Garden,Boston,13,6,FLA,BOS,4,3,26,27,0.459016,0.540984,1,0,0.2,0,19,21,36,40,7,8,11,14,6,4
2024020043,2024-10-14,Canadian Tire Centre,Ottawa,26,9,LAK,OTT,7,8,26,41,0.558824,0.441176,3,4,0.6,0.666667,19,17,22,26,22,10,15,18,3,3
2024020044,2024-10-14,Prudential Center,Newark,59,1,UTA,NJD,0,3,20,32,0.568182,0.431818,0,2,0,0.285714,14,8,8,29,21,9,16,10,6,3
2024020045,2024-10-14,Madison Square Garden,New York,17,3,DET,NYR,1,4,32,28,0.41791,0.58209,0,1,0,0.2,10,8,19,20,17,10,17,11,3,4
2024020046,2024-10-14,Centre Bell,Montreal,5,8,PIT,MTL,6,3,30,28,0.645833,0.354167,0,1,0,0.5,6,4,23,28,16,22,23,8,9,6
2024020047,2024-10-14,Ball Arena,Denver,2,21,NYI,COL,6,2,37,34,0.567568,0.432432,0,0,0,0,6,4,14,24,21,14,20,18,5,2
2024020048,2024-10-15,Amalie Arena,Tampa,23,14,VAN,TBL,1,4,27,27,0.54902,0.45098,1,0,0.333333,0,14,8,23,13,15,19,10,13,8,3
2024020049,2024-10-15,Capital One Arena,Washington,54,15,VGK,WSH,2,4,26,22,0.454545,0.545455,1,1,0.25,0.333333,6,8,9,24,15,13,7,13,1,5
2024020050,2024-10-15,Lenovo Center,Raleigh,1,12,NJD,CAR,2,4,26,31,0.444444,0.555556,1,0,0.333333,0,2,6,26,20,25,16,22,23,5,9
2024020051,2024-10-15,Nationwide Arena,Columbus,13,29,FLA,CBJ,4,3,22,38,0.42623,0.57377,0,0,0,0,4,6,25,17,13,13,23,10,8,7
2024020052,2024-10-15,Enterprise Center,St. Louis,30,19,MIN,STL,4,1,27,28,0.446809,0.553191,2,0,0.4,0,4,10,24,22,23,18,17,16,5,5
2024020053,2024-10-15,Bridgestone Arena,Nashville,55,18,SEA,NSH,7,3,35,33,0.412698,0.587302,0,0,0,0,6,6,23,29,19,8,15,15,6,5
2024020054,2024-10-15,American Airlines Center,Dallas,28,25,SJS,DAL,2,3,27,38,0.473684,0.526316,0,0,0,0,8,6,36,19,18,10,22,21,6,5
2024020055,2024-10-15,Scotiabank Saddledome,Calgary,16,20,CHI,CGY,1,3,32,27,0.515152,0.484848,0,1,0,0.333333,6,4,14,29,18,21,12,19,9,5
2024020056,2024-10-15,Rogers Place,Edmonton,4,22,PHI,EDM,3,4,30,31,0.409091,0.590909,2,0,0.285714,0,18,24,21,23,21,9,9,12,7,7
2024020057,2024-10-16,PPG Paints Arena,Pittsburgh,7,5,BUF,PIT,5,6,33,43,0.378788,0.621212,0,2,0,0.4,12,4,21,18,17,14,17,23,6,11
2024020058,2024-10-16,Scotiabank Arena,Toronto,26,10,LAK,TOR,2,6,34,26,0.45,0.55,0,2,0,0.5,8,8,26,28,8,17,10,7,6,4
2024020059,2024-10-16,Ball Arena,Denver,6,21,BOS,COL,5,3,26,25,0.612903,0.387097,2,3,0.5,1,11,13,35,35,14,15,15,20,4,6
2024020060,2024-10-16,Honda Center,Anaheim,59,24,UTA,ANA,4,5,30,34,0.617647,0.382353,1,0,0.5,0,14,8,9,19,20,19,19,21,6,6
2024020061,2024-10-17,Centre Bell,Montreal,26,8,LAK,MTL,4,1,32,27,0.407407,0.592593,0,0,0,0,10,4,25,34,12,19,12,13,6,9
2024020062,2024-10-17,Canadian Tire Centre,Ottawa,1,9,NJD,OTT,3,1,35,31,0.479167,0.520833,0,1,0,0.333333,6,4,22,27,11,18,14,16,3,4
2024020063,2024-10-17,Little Caesars Arena,Detroit,3,17,NYR,DET,5,2,34,31,0.553846,0.446154,3,1,0.75,0.2,14,12,14,20,11,16,14,18,8,5
2024020064,2024-10-17,Amalie Arena,Tampa,54,14,VGK,TBL,3,4,25,25,0.565217,0.434783,1,0,0.333333,0,4,6,16,22,20,9,13,13,4,2
2024020065,2024-10-17,Amerant Bank Arena,Sunrise,23,13,VAN,FLA,3,2,33,28,0.491803,0.508197,0,1,0,1,9,11,41,35,18,10,15,7,2,0
2024020066,2024-10-17,Capital One Arena,Washington,25,15,DAL,WSH,2,3,24,26,0.525424,0.474576,0,0,0,0,10,8,10,26,12,26,17,16,3,4
2024020067,2024-10-17,Nationwide Arena,Columbus,7,29,BUF,CBJ,4,6,24,25,0.509091,0.490909,0,1,0,0.333333,6,4,18,16,8,17,13,14,6,7
2024020068,2024-10-17,Enterprise Center,St. Louis,2,19,NYI,STL,0,1,34,30,0.533333,0.466667,0,0,0,0,4,6,23,30,21,12,13,12,5,5
2024020069,2024-10-17,Bridgestone Arena,Nashville,22,18,EDM,NSH,4,2,36,27,0.454545,0.545455,0,1,0,0.333333,11,13,9,29,18,15,18,21,1,5
2024020070,2024-10-17,United Center,Chicago,28,16,SJS,CHI,2,4,22,27,0.559322,0.440678,0,2,0,0.285714,14,6,22,13,18,18,8,6,6,7
2024020071,2024-10-17,Climate Pledge Arena,Seattle,4,55,PHI,SEA,4,6,25,29,0.54386,0.45614,1,1,0.25,0.2,19,17,27,21,21,19,10,12,9,8
2024020072,2024-10-18,PPG Paints Arena,Pittsburgh,12,5,CAR,PIT,4,1,38,26,0.473684,0.526316,2,0,0.5,0,12,10,15,27,13,21,15,17,6,3
2024020073,2024-10-18,Canada Life Centre,Winnipeg,28,52,SJS,WPG,3,8,22,36,0.490909,0.509091,1,4,0.5,0.571429,14,4,25,20,21,10,12,10,6,5
2024020074,2024-10-18,Ball Arena,Denver,24,21,ANA,COL,3,4,19,49,0.389831,0.610169,0,1,0,0.2,10,6,21,16,27,19,10,16,3,5
2024020075,2024-10-19,Canadian Tire Centre,Ottawa,14,9,TBL,OTT,4,5,29,28,0.537313,0.462687,0,2,0,0.4,14,10,15,30,20,18,17,14,2,10
2024020076,2024-10-19,Bridgestone Arena,Nashville,17,18,DET,NSH,5,2,24,39,0.539683,0.460317,1,1,0.333333,0.5,6,8,25,27,16,12,16,9,12,5
2024020077,2024-10-19,American Airlines Center,Dallas,22,25,EDM,DAL,1,4,31,24,0.629032,0.370968,0,1,0,1,2,4,10,23,12,22,23,15,8,10
2024020078,2024-10-19,Amerant Bank Arena,Sunrise,54,13,VGK,FLA,3,4,26,49,0.567164,0.432836,0,1,0,0.5,4,2,25,17,28,17,27,23,3,5
2024020079,2024-10-19,Scotiabank Arena,Toronto,3,10,NYR,TOR,4,1,29,35,0.470588,0.529412,0,0,0,0,6,4,19,20,22,11,9,15,11,7
2024020080,2024-10-19,Prudential Center,Newark,15,1,WSH,NJD,6,5,37,31,0.423729,0.576271,0,1,0,0.5,9,9,37,31,15,15,12,13,8,2
2024020081,2024-10-19,UBS Arena,Elmont,8,2,MTL,NYI,3,4,24,36,0.472727,0.527273,1,1,1,0.166667,12,2,30,28,25,8,17,13,5,6
2024020082,2024-10-19,Wells Fargo Center,Philadelphia,23,4,VAN,PHI,3,0,32,26,0.491228,0.508772,0,0,0,0,8,6,37,28,10,12,14,18,4,1
2024020083,2024-10-19,Nationwide Arena,Columbus,30,29,MIN,CBJ,3,1,34,24,0.446809,0.553191,1,0,0.333333,0,6,6,13,27,20,11,23,18,4,10
2024020084,2024-10-19,Enterprise Center,St. Louis,12,19,CAR,STL,3,4,40,19,0.464789,0.535211,1,0,0.333333,0,14,10,13,27,5,12,11,18,9,3
2024020085,2024-10-19,United Center,Chicago,7,16,BUF,CHI,4,2,22,37,0.462963,0.537037,0,0,0,0,6,12,24,21,14,19,10,11,4,6
2024020086,2024-10-19,Delta Center,Salt Lake City,6,59,BOS,UTA,1,2,22,32,0.469388,0.530612,0,0,0,0,10,8,29,12,19,8,22,17,3,2
2024020087,2024-10-19,Climate Pledge Arena,Seattle,20,55,CGY,SEA,1,2,22,23,0.442623,0.557377,1,1,0.333333,0.166667,12,6,31,27,16,10,16,16,5,3
2024020088,2024-10-20,Canada Life Centre,Winnipeg,5,52,PIT,WPG,3,6,42,37,0.548387,0.451613,1,0,1,0,6,4,18,21,11,25,15,24,3,4
2024020089,2024-10-20,SAP Center at San Jose,San Jose,21,28,COL,SJS,4,1,22,26,0.507937,0.492063,1,1,0.25,0.2,17,15,19,26,18,13,19,16,0,0
2024020090,2024-10-20,Honda Center,Anaheim,26,24,LAK,ANA,4,1,36,14,0.622642,0.377358,0,0,0,0,6,4,20,20,11,17,12,10,8,3
2024020091,2024-10-21,Scotiabank Arena,Toronto,14,10,TBL,TOR,2,5,34,29,0.630435,0.369565,1,1,0.166667,0.25,13,17,20,20,14,18,10,16,4,8
2024020092,2024-10-22,Wells Fargo Center,Philadelphia,15,4,WSH,PHI,4,1,29,18,0.529412,0.470588,0,0,0,0,13,17,20,23,16,12,14,15,11,8
2024020093,2024-10-22,Amerant Bank Arena,Sunrise,30,13,MIN,FLA,5,1,22,25,0.56,0.44,1,0,0.5,0,0,4,26,55,20,12,8,8,4,8
2024020094,2024-10-22,Prudential Center,Newark,14,1,TBL,NJD,8,5,37,35,0.493333,0.506667,2,2,1,0.666667,8,6,13,23,20,9,9,13,4,5
2024020095,2024-10-22,KeyBank Center,Buffalo,25,7,DAL,BUF,2,4,30,25,0.612245,0.387755,0,0,0,0,2,6,20,17,16,27,14,16,8,10
2024020096,2024-10-22,Centre Bell,Montreal,3,8,NYR,MTL,7,2,45,23,0.470588,0.529412,1,1,0.333333,0.333333,15,25,18,21,15,16,16,23,6,4
2024020097,2024-10-22,Nationwide Arena,Columbus,10,29,TOR,CBJ,2,6,28,38,0.457143,0.542857,0,0,0,0,12,10,22,19,15,14,16,19,6,5
2024020098,2024-10-22,UBS Arena,Elmont,17,2,DET,NYI,1,0,11,30,0.47619,0.52381,0,0,0,0,6,2,10,13,15,9,19,16,1,5
2024020099,2024-10-22,Enterprise Center,St. Louis,52,19,WPG,STL,3,2,24,29,0.576923,0.423077,1,0,0.5,0,4,4,14,22,16,21,12,23,3,4
2024020100,2024-10-22,United Center,Chicago,23,16,VAN,CHI,6,3,30,34,0.403226,0.596774,2,1,0.666667,0.2,10,6,25,16,12,14,12,19,9,6
2024020101,2024-10-22,Bridgestone Arena,Nashville,6,18,BOS,NSH,0,4,33,42,0.433333,0.566667,0,1,0,0.166667,17,13,17,32,18,10,19,21,6,7
2024020102,2024-10-22,Scotiabank Saddledome,Calgary,5,20,PIT,CGY,3,4,38,25,0.631579,0.368421,1,0,0.25,0,8,8,31,24,21,11,17,17,7,3
2024020103,2024-10-22,Rogers Place,Edmonton,12,22,CAR,EDM,3,2,33,35,0.442308,0.557692,1,1,0.5,0.25,10,6,25,14,13,15,21,17,10,9
2024020104,2024-10-22,Delta Center,Salt Lake City,9,59,OTT,UTA,4,0,22,31,0.40678,0.59322,1,0,1,0,8,6,38,29,16,12,16,17,9,1
2024020105,2024-10-22,Honda Center,Anaheim,28,24,SJS,ANA,1,3,28,40,0.549296,0.450704,1,2,0.5,0.333333,14,6,22,15,15,25,18,25,0,0
2024020106,2024-10-22,Climate Pledge Arena,Seattle,21,55,COL,SEA,3,2,28,27,0.375,0.625,1,1,0.333333,1,2,6,17,18,23,17,13,21,3,4
2024020107,2024-10-22,T-Mobile Arena,Paradise,26,54,LAK,VGK,1,6,35,30,0.36,0.64,0,2,0,1,4,8,35,21,12,21,17,14,6,5
2024020108,2024-10-23,Capital One Arena,Washington,4,15,PHI,WSH,3,6,29,25,0.617647,0.382353,2,0,0.5,0,8,10,32,16,11,20,18,17,3,5
2024020109,2024-10-24,TD Garden,Boston,25,6,DAL,BOS,5,2,32,27,0.471698,0.528302,3,1,0.6,0.25,8,10,18,29,9,14,20,22,4,5
2024020110,2024-10-24,Scotiabank Arena,Toronto,19,10,STL,TOR,5,1,27,41,0.316667,0.683333,1,0,0.5,0,10,6,24,21,23,8,15,14,4,4
2024020111,2024-10-24,Little Caesars Arena,Detroit,1,17,NJD,DET,3,5,40,20,0.5,0.5,3,2,0.6,0.5,20,22,37,24,14,16,9,10,12,10
2024020112,2024-10-24,Amalie Arena,Tampa,30,14,MIN,TBL,4,2,18,26,0.557692,0.442308,1,0,0.25,0,2,8,29,14,19,16,12,24,7,7
2024020113,2024-10-24,Madison Square Garden,New York,13,3,FLA,NYR,3,1,29,25,0.392157,0.607843,0,0,0,0,8,4,32,29,13,13,12,11,6,5
2024020114,2024-10-24,Scotiabank Saddledome,Calgary,12,20,CAR,CGY,4,2,43,32,0.589041,0.410959,1,0,0.333333,0,8,10,17,31,15,19,24,24,10,5
2024020115,2024-10-24,Delta Center,Salt Lake City,21,59,COL,UTA,5,1,26,26,0.280702,0.719298,2,0,0.5,0,6,8,27,15,19,10,12,19,2,5
2024020116,2024-10-24,Climate Pledge Arena,Seattle,52,55,WPG,SEA,4,3,36,32,0.533333,0.466667,0,0,0,0,4,2,31,34,15,16,12,10,6,2
2024020117,2024-10-24,Crypto.com Arena,Los Angeles,28,26,SJS,LAK,2,3,26,30,0.534483,0.465517,2,0,0.333333,0,11,19,39,24,13,24,13,21,9,8
2024020118,2024-10-25,T-Mobile Arena,Paradise,9,54,OTT,VGK,4,6,39,28,0.464789,0.535211,1,1,0.5,0.5,4,4,28,32,20,12,12,20,2,1
2024020119,2024-10-25,Prudential Center,Newark,2,1,NYI,NJD,4,3,30,36,0.625,0.375,1,0,0.25,0,9,13,32,27,15,11,8,17,4,8
2024020120,2024-10-25,United Center,Chicago,18,16,NSH,CHI,3,2,34,29,0.580645,0.419355,1,0,0.2,0,15,15,21,10,16,16,9,12,7,8
2024020121,2024-10-25,Rogers Place,Edmonton,5,22,PIT,EDM,0,4,27,50,0.425532,0.574468,0,1,0,0.5,9,9,21,11,20,17,14,11,6,7
2024020122,2024-10-26,KeyBank Center,Buffalo,17,7,DET,BUF,3,5,25,39,0.671233,0.328767,0,1,0,0.25,8,4,12,14,17,15,27,18,4,2
2024020123,2024-10-26,Wells Fargo Center,Philadelphia,30,4,MIN,PHI,5,7,26,23,0.490909,0.509091,1,1,0.25,0.5,6,10,9,24,12,22,16,15,5,4
2024020124,2024-10-26,Crypto.com Arena,Los Angeles,59,26,UTA,LAK,2,3,26,23,0.6,0.4,0,1,0,0.333333,6,6,20,26,13,15,16,14,7,3
2024020125,2024-10-26,TD Garden,Boston,10,6,TOR,BOS,3,4,23,34,0.603448,0.396552,0,1,0,0.2,12,8,27,20,18,19,12,11,7,6
2024020126,2024-10-26,Centre Bell,Montreal,19,8,STL,MTL,2,5,31,26,0.56,0.44,0,1,0,0.333333,6,6,18,24,16,19,19,17,5,6
2024020127,2024-10-26,Amalie Arena,Tampa,15,14,WSH,TBL,0,3,32,21,0.583333,0.416667,0,0,0,0,13,11,30,12,16,19,15,14,3,7
2024020128,2024-10-26,Madison Square Garden,New York,24,3,ANA,NYR,1,2,33,32,0.5,0.5,0,0,0,0,4,4,19,26,18,15,16,10,8,8
2024020129,2024-10-26,Scotiabank Saddledome,Calgary,52,20,WPG,CGY,5,3,35,29,0.465753,0.534247,2,0,0.5,0,12,22,18,31,17,18,15,17,6,7
2024020130,2024-10-26,UBS Arena,Elmont,13,2,FLA,NYI,6,3,29,28,0.41791,0.58209,1,0,0.5,0,6,4,20,23,12,11,10,14,5,7
2024020131,2024-10-26,Bridgestone Arena,Nashville,29,18,CBJ,NSH,3,4,28,33,0.491228,0.508772,0,0,0,0,6,6,25,39,15,14,19,18,6,8
2024020132,2024-10-26,American Airlines Center,Dallas,16,25,CHI,DAL,2,4,24,30,0.519231,0.480769,0,1,0,0.333333,6,6,29,9,22,13,11,7,3,3
2024020133,2024-10-26,Rogers Arena,Vancouver,5,23,PIT,VAN,3,4,24,34,0.428571,0.571429,0,0,0,0,6,4,16,24,13,9,14,13,4,7
2024020134,2024-10-26,T-Mobile Arena,Paradise,28,54,SJS,VGK,3,7,26,42,0.490566,0.509434,0,1,0,0.25,8,4,35,17,16,13,7,12,6,6
2024020135,2024-10-26,Climate Pledge Arena,Seattle,12,55,CAR,SEA,4,1,39,19,0.459016,0.540984,1,0,0.166667,0,6,12,13,25,6,23,15,15,7,5
2024020136,2024-10-27,Little Caesars Arena,Detroit,22,17,EDM,DET,3,2,34,26,0.396552,0.603448,0,0,0,0,7,9,11,23,14,20,18,11,1,1
2024020137,2024-10-27,Prudential Center,Newark,24,1,ANA,NJD,2,6,26,34,0.380952,0.619048,0,1,0,1,9,11,20,24,13,10,17,13,2,0
2024020138,2024-10-27,Wells Fargo Center,Philadelphia,8,4,MTL,PHI,4,3,24,26,0.37931,0.62069,1,0,0.5,0,6,4,18,28,22,12,15,22,9,9
2024020139,2024-10-27,Ball Arena,Denver,9,21,OTT,COL,4,5,30,32,0.555556,0.444444,0,0,0,0,2,2,38,20,23,8,15,14,4,4
2024020140,2024-10-28,KeyBank Center,Buffalo,13,7,FLA,BUF,5,2,31,28,0.354839,0.645161,2,1,0.5,0.333333,10,12,19,24,11,14,13,9,6,5
2024020141,2024-10-28,Amalie Arena,Tampa,18,14,NSH,TBL,2,3,37,27,0.5,0.5,1,0,0.25,0,6,8,33,13,21,13,13,11,1,1
2024020142,2024-10-28,Nationwide Arena,Columbus,22,29,EDM,CBJ,1,6,32,25,0.618182,0.381818,1,1,0.166667,0.25,8,12,10,20,9,13,17,16,4,4
2024020143,2024-10-28,Canada Life Centre,Winnipeg,10,52,TOR,WPG,6,4,36,23,0.666667,0.333333,0,2,0,0.5,8,4,25,21,18,11,11,6,10,9
2024020144,2024-10-28,Ball Arena,Denver,16,21,CHI,COL,5,2,26,26,0.428571,0.571429,1,1,0.333333,0.25,8,6,15,19,17,13,11,17,7,8
2024020145,2024-10-28,Delta Center,Salt Lake City,28,59,SJS,UTA,5,4,46,23,0.458333,0.541667,1,0,0.25,0,9,13,29,21,14,18,9,16,6,4
2024020146,2024-10-28,Rogers Arena,Vancouver,12,23,CAR,VAN,4,3,32,27,0.481481,0.518519,0,0,0,0,6,6,23,28,12,8,13,11,3,3
2024020147,2024-10-28,T-Mobile Arena,Paradise,20,54,CGY,VGK,0,5,16,38,0.421875,0.578125,0,0,0,0,4,2,23,10,23,23,18,15,11,15
2024020148,2024-10-29,TD Garden,Boston,4,6,PHI,BOS,2,0,19,25,0.607843,0.392157,0,0,0,0,10,6,28,23,28,11,14,15,8,11
2024020149,2024-10-29,Centre Bell,Montreal,55,8,SEA,MTL,8,2,23,30,0.546875,0.453125,3,0,0.5,0,12,26,16,19,17,13,13,11,4,2
2024020150,2024-10-29,Canadian Tire Centre,Ottawa,19,9,STL,OTT,1,8,27,35,0.413793,0.586207,1,2,0.25,0.666667,10,12,31,21,13,18,23,9,4,2
2024020151,2024-10-29,Capital One Arena,Washington,3,15,NYR,WSH,3,5,19,46,0.381818,0.618182,1,0,0.333333,0,13,11,22,17,13,10,20,10,4,3
2024020152,2024-10-29,UBS Arena,Elmont,24,2,ANA,NYI,3,1,22,41,0.327586,0.672414,2,1,0.666667,0.25,8,6,22,16,25,14,14,13,8,6
2024020153,2024-10-29,PPG Paints Arena,Pittsburgh,30,5,MIN,PIT,5,3,40,29,0.416667,0.583333,0,1,0,0.5,9,15,15,15,16,11,13,17,4,3
2024020154,2024-10-29,SAP Center at San Jose,San Jose,26,28,LAK,SJS,2,4,28,21,0.578947,0.421053,0,0,0,0,8,12,15,21,11,24,13,12,10,6
2024020155,2024-10-30,Nationwide Arena,Columbus,2,29,NYI,CBJ,0,2,26,26,0.6,0.4,0,0,0,0,0,2,23,18,12,20,23,16,10,3
2024020156,2024-10-30,Little Caesars Arena,Detroit,52,17,WPG,DET,6,2,29,21,0.611111,0.388889,1,2,0.5,0.666667,6,4,10,31,17,6,13,17,3,8
2024020157,2024-10-30,Ball Arena,Denver,14,21,TBL,COL,5,2,21,35,0.595745,0.404255,0,1,0,0.25,17,26,12,24,17,11,18,9,2,1
2024020158,2024-10-30,Delta Center,Salt Lake City,20,59,CGY,UTA,1,5,31,28,0.424242,0.575758,0,2,0,0.5,10,8,30,15,21,12,20,17,4,9
2024020159,2024-10-30,Rogers Arena,Vancouver,1,23,NJD,VAN,6,0,22,20,0.491228,0.508772,1,0,0.5,0,15,11,20,43,15,14,15,7,8,5
